Ia,Ib,Ic,RPM,Classe
-66,514,-465,1711,7
-98,536,-456,1711,7
-131,556,-442,1711,7
-165,578,-430,1711,7
-194,596,-420,1711,7
-216,608,-411,1711,7
-231,614,-401,1711,7
-246,617,-390,1711,7
-261,618,-376,1711,7
-275,618,-362,1711,7
-287,617,-348,1711,7
-297,613,-334,1711,7
-305,603,-316,1711,7
-317,588,-289,1711,7
-332,571,-258,1711,7
-349,555,-224,1711,7
-365,534,-188,1711,7
-380,514,-151,1711,7
-401,493,-109,1711,7
-425,469,-61,1711,7
-450,444,-11,1711,7
-470,419,35,1711,7
-486,394,76,1711,7
-498,365,118,1711,7
-509,335,159,1711,7
-523,311,198,1711,7
-533,289,230,1711,7
-536,267,255,1711,7
-533,247,272,1711,7
-529,228,288,1711,7
-526,209,304,1711,7
-522,192,317,1711,7
-517,176,329,1711,7
-510,160,338,1711,7
-498,140,346,1711,7
-486,117,358,1711,7
-476,92,373,1711,7
-468,68,388,1711,7
-457,45,401,1711,7
-448,22,416,1711,7
-439,-6,434,1711,7
-427,-39,456,1711,7
-414,-72,477,1711,7
-401,-102,494,1711,7
-387,-128,505,1711,7
-368,-153,513,1711,7
-351,-180,522,1711,7
-335,-205,532,1711,7
-319,-224,535,1711,7
-302,-238,533,1711,7
-287,-248,528,1711,7
-271,-260,523,1711,7
-253,-273,520,1711,7
-237,-286,516,1711,7
-220,-299,512,1711,7
-200,-312,506,1711,7
-180,-324,498,1711,7
-157,-341,492,1711,7
-131,-364,489,1711,7
-102,-390,487,1711,7
-75,-415,485,1711,7
-48,-441,484,1711,7
-17,-470,482,1711,7
19,-501,478,1711,7
58,-533,471,1711,7
94,-560,462,1711,7
125,-582,454,1711,7
150,-596,442,1711,7
176,-609,429,1711,7
203,-624,418,1711,7
225,-634,405,1711,7
241,-638,394,1711,7
253,-638,382,1711,7
264,-635,368,1711,7
276,-630,351,1711,7
287,-624,334,1711,7
300,-618,315,1711,7
311,-606,292,1711,7
321,-589,265,1711,7
337,-571,230,1711,7
358,-551,189,1711,7
379,-531,148,1711,7
398,-509,107,1711,7
416,-487,66,1711,7
438,-463,20,1711,7
461,-436,-30,1711,7
482,-409,-79,1711,7
499,-383,-122,1711,7
509,-357,-158,1711,7
514,-332,-189,1711,7
521,-307,-221,1711,7
530,-286,-251,1711,7
532,-265,-275,1711,7
528,-245,-290,1711,7
520,-226,-303,1711,7
512,-206,-315,1711,7
504,-187,-326,1711,7
498,-169,-338,1711,7
491,-151,-350,1711,7
480,-131,-359,1711,7
468,-110,-369,1711,7
456,-82,-384,1711,7
447,-53,-404,1711,7
438,-27,-422,1711,7
428,-3,-437,1711,7
420,23,-454,1711,7
408,53,-473,1711,7
393,88,-493,1711,7
376,121,-509,1711,7
360,147,-520,1711,7
345,167,-525,1711,7
328,185,-527,1711,7
312,206,-532,1711,7
296,226,-536,1711,7
278,240,-533,1711,7
261,251,-526,1711,7
244,260,-518,1711,7
226,271,-512,1711,7
208,284,-507,1711,7
189,299,-503,1711,7
168,315,-499,1711,7
147,330,-492,1711,7
123,348,-486,1711,7
94,373,-483,1711,7
62,403,-482,1711,7
31,432,-480,1711,7
2,459,-478,1711,7
-29,486,-474,1711,7
-65,514,-466,1711,7
-103,542,-457,1711,7
-138,566,-446,1711,7
-167,586,-437,1711,7
-190,598,-426,1711,7
-211,606,-413,1711,7
-233,616,-401,1711,7
-253,623,-389,1711,7
-267,625,-377,1711,7
-276,622,-365,1711,7
-286,617,-350,1711,7
-297,609,-330,1711,7
-309,599,-308,1711,7
-323,588,-283,1711,7
-337,575,-257,1711,7
-348,557,-227,1711,7
-363,535,-189,1711,7
-386,513,-144,1711,7
-410,492,-99,1711,7
-430,467,-54,1711,7
-448,444,-12,1711,7
-467,418,33,1711,7
-486,390,80,1711,7
-505,363,126,1711,7
-519,336,167,1711,7
-527,312,200,1711,7
-530,289,226,1711,7
-532,267,251,1711,7
-537,248,275,1711,7
-538,230,295,1711,7
-533,212,308,1711,7
-524,193,318,1711,7
-513,173,328,1711,7
-504,152,339,1711,7
-495,132,351,1711,7
-489,112,365,1711,7
-480,92,376,1711,7
-468,69,387,1711,7
-455,42,402,1711,7
-445,11,423,1711,7
-434,-20,444,1711,7
-423,-47,460,1711,7
-413,-72,476,1711,7
-400,-101,491,1711,7
-383,-133,507,1711,7
-365,-163,520,1711,7
-348,-189,529,1711,7
-333,-207,532,1711,7
-318,-221,531,1711,7
-301,-237,530,1711,7
-286,-254,532,1711,7
-269,-268,529,1711,7
-251,-278,522,1711,7
-235,-286,514,1711,7
-216,-297,507,1711,7
-195,-311,500,1711,7
-173,-329,495,1711,7
-152,-348,494,1711,7
-130,-367,491,1711,7
-105,-387,486,1711,7
-75,-413,482,1711,7
-40,-446,480,1711,7
-5,-477,477,1711,7
27,-504,473,1711,7
57,-529,468,1711,7
92,-554,458,1711,7
128,-578,446,1711,7
161,-598,434,1711,7
188,-615,424,1711,7
207,-625,414,1711,7
223,-629,402,1711,7
241,-634,390,1711,7
257,-638,378,1711,7
270,-638,365,1711,7
279,-632,351,1711,7
287,-625,334,1711,7
299,-614,312,1711,7
312,-600,284,1711,7
327,-585,255,1711,7
343,-571,224,1711,7
358,-551,190,1711,7
374,-528,150,1711,7
397,-505,103,1711,7
423,-482,53,1711,7
444,-457,7,1711,7
461,-432,-34,1711,7
477,-406,-77,1711,7
492,-377,-122,1711,7
507,-349,-165,1711,7
519,-324,-202,1711,7
526,-301,-233,1711,7
527,-280,-255,1711,7
524,-259,-273,1711,7
523,-241,-291,1711,7
523,-225,-307,1711,7
518,-207,-319,1711,7
507,-189,-328,1711,7
496,-168,-337,1711,7
485,-145,-349,1711,7
474,-123,-361,1711,7
467,-102,-375,1711,7
459,-81,-389,1711,7
449,-59,-401,1711,7
437,-32,-416,1711,7
425,1,-437,1711,7
413,34,-459,1711,7
401,64,-476,1711,7
389,89,-490,1711,7
376,114,-502,1711,7
358,143,-515,1711,7
340,171,-525,1711,7
323,194,-531,1711,7
307,212,-533,1711,7
292,223,-529,1711,7
275,234,-524,1711,7
260,248,-523,1711,7
244,261,-520,1711,7
227,272,-514,1711,7
209,282,-505,1711,7
189,294,-498,1711,7
167,310,-492,1711,7
143,329,-487,1711,7
119,350,-485,1711,7
94,373,-484,1711,7
69,396,-481,1711,7
38,423,-478,1711,7
1,457,-475,1711,7
-36,490,-471,1711,7
-69,516,-464,1711,7
-99,537,-456,1711,7
-130,558,-446,1711,7
-163,578,-433,1711,7
-193,596,-421,1711,7
-217,610,-411,1711,7
-235,618,-401,1711,7
-247,619,-390,1711,7
-260,618,-377,1711,7
-274,619,-363,1711,7
-286,617,-350,1711,7
-296,611,-334,1711,7
-305,601,-314,1711,7
-317,587,-289,1711,7
-332,571,-258,1711,7
-347,553,-224,1711,7
-365,535,-187,1711,7
-383,516,-150,1711,7
-401,493,-109,1711,7
-423,468,-61,1711,7
-450,444,-9,1711,7
-472,418,38,1711,7
-486,392,79,1711,7
-499,367,117,1711,7
-511,339,157,1711,7
-523,313,196,1711,7
-533,289,230,1711,7
-538,267,257,1711,7
-537,248,275,1711,7
-531,228,289,1711,7
-526,210,303,1711,7
-523,194,317,1711,7
-518,177,328,1711,7
-508,159,337,1711,7
-497,138,346,1711,7
-486,115,359,1711,7
-476,92,373,1711,7
-467,67,389,1711,7
-460,44,404,1711,7
-451,21,419,1711,7
-439,-7,435,1711,7
-427,-40,456,1711,7
-414,-75,479,1711,7
-400,-106,496,1711,7
-385,-131,506,1711,7
-371,-153,515,1711,7
-355,-178,525,1711,7
-336,-204,532,1711,7
-319,-225,536,1711,7
-303,-241,536,1711,7
-287,-252,531,1711,7
-270,-261,524,1711,7
-254,-273,520,1711,7
-238,-287,518,1711,7
-220,-299,512,1711,7
-200,-310,504,1711,7
-179,-324,497,1711,7
-157,-342,493,1711,7
-131,-364,489,1711,7
-103,-389,487,1711,7
-76,-416,487,1711,7
-48,-442,485,1711,7
-16,-469,480,1711,7
22,-502,476,1711,7
60,-534,470,1711,7
94,-560,462,1711,7
123,-579,452,1711,7
150,-594,441,1711,7
179,-610,428,1711,7
206,-624,415,1711,7
227,-634,404,1711,7
243,-640,394,1711,7
254,-640,382,1711,7
264,-635,367,1711,7
277,-631,351,1711,7
289,-626,334,1711,7
300,-618,315,1711,7
309,-604,292,1711,7
322,-590,264,1711,7
338,-572,230,1711,7
357,-551,189,1711,7
378,-531,149,1711,7
397,-510,108,1711,7
416,-486,65,1711,7
437,-459,17,1711,7
461,-433,-33,1711,7
483,-408,-80,1711,7
497,-382,-121,1711,7
505,-356,-156,1711,7
513,-330,-190,1711,7
522,-304,-225,1711,7
528,-282,-254,1711,7
531,-262,-277,1711,7
529,-244,-293,1711,7
521,-225,-304,1711,7
511,-205,-315,1711,7
505,-187,-327,1711,7
500,-169,-339,1711,7
489,-150,-349,1711,7
478,-130,-357,1711,7
469,-108,-370,1711,7
457,-82,-386,1711,7
447,-55,-403,1711,7
439,-29,-421,1711,7
430,-4,-438,1711,7
418,23,-453,1711,7
405,56,-472,1711,7
391,91,-494,1711,7
376,121,-510,1711,7
360,145,-518,1711,7
344,165,-523,1711,7
328,186,-527,1711,7
311,208,-532,1711,7
293,227,-534,1711,7
276,241,-532,1711,7
261,252,-527,1711,7
244,260,-519,1711,7
226,270,-512,1711,7
209,284,-508,1711,7
189,299,-504,1711,7
168,313,-497,1711,7
147,328,-491,1711,7
123,348,-487,1711,7
94,373,-484,1711,7
64,402,-482,1711,7
33,431,-481,1711,7
3,459,-479,1711,7
-29,485,-473,1711,7
-67,514,-465,1711,7
-105,544,-457,1711,7
-138,568,-448,1711,7
-164,584,-438,1711,7
-188,596,-427,1711,7
-212,606,-413,1711,7
-235,616,-400,1711,7
-254,623,-388,1711,7
-268,627,-378,1711,7
-278,625,-366,1711,7
-287,618,-350,1711,7
-298,610,-330,1711,7
-312,601,-308,1711,7
-324,589,-283,1711,7
-335,574,-257,1711,7
-348,557,-227,1711,7
-366,536,-188,1711,7
-388,514,-144,1711,7
-410,492,-100,1711,7
-431,470,-56,1711,7
-449,444,-12,1711,7
-467,415,35,1711,7
-487,387,84,1711,7
-507,363,129,1711,7
-520,337,167,1711,7
-526,313,198,1711,7
-530,289,226,1711,7
-534,266,254,1711,7
-537,246,278,1711,7
-538,228,297,1711,7
-535,211,311,1711,7
-526,193,320,1711,7
-514,173,329,1711,7
-505,152,340,1711,7
-498,132,353,1711,7
-489,112,364,1711,7
-478,92,374,1711,7
-468,69,387,1711,7
-457,42,404,1711,7
-446,12,423,1711,7
-436,-17,443,1711,7
-427,-45,461,1711,7
-414,-71,475,1711,7
-398,-102,490,1711,7
-382,-135,507,1711,7
-366,-164,521,1711,7
-350,-187,528,1711,7
-335,-204,530,1711,7
-319,-220,531,1711,7
-301,-238,531,1711,7
-284,-255,531,1711,7
-268,-268,529,1711,7
-252,-278,524,1711,7
-236,-286,515,1711,7
-217,-296,507,1711,7
-196,-311,501,1711,7
-174,-329,497,1711,7
-153,-346,493,1711,7
-131,-364,489,1711,7
-105,-386,486,1711,7
-75,-414,483,1711,7
-41,-444,481,1711,7
-7,-475,478,1711,7
25,-504,475,1711,7
57,-528,466,1711,7
93,-552,455,1711,7
129,-578,445,1711,7
160,-599,435,1711,7
185,-613,425,1711,7
203,-622,415,1711,7
222,-628,402,1711,7
242,-634,389,1711,7
258,-637,376,1711,7
271,-638,365,1711,7
280,-635,352,1711,7
288,-626,335,1711,7
299,-614,312,1711,7
313,-601,285,1711,7
328,-587,255,1711,7
341,-570,225,1711,7
356,-550,190,1711,7
375,-529,150,1711,7
399,-506,103,1711,7
422,-482,55,1711,7
444,-459,10,1711,7
461,-434,-33,1711,7
475,-404,-77,1711,7
491,-373,-124,1711,7
508,-349,-166,1711,7
519,-325,-201,1711,7
523,-302,-229,1711,7
524,-281,-251,1711,7
524,-260,-272,1711,7
523,-240,-292,1711,7
521,-222,-307,1711,7
518,-207,-320,1711,7
510,-191,-328,1711,7
497,-170,-336,1711,7
485,-147,-348,1711,7
476,-124,-361,1711,7
467,-103,-374,1711,7
457,-82,-385,1711,7
447,-59,-399,1711,7
438,-32,-417,1711,7
426,0,-438,1711,7
415,32,-458,1711,7
404,60,-476,1711,7
391,86,-490,1711,7
373,114,-500,1711,7
355,145,-513,1711,7
340,173,-526,1711,7
324,194,-531,1711,7
308,208,-530,1711,7
294,220,-527,1711,7
277,235,-525,1711,7
260,249,-523,1711,7
243,262,-520,1711,7
227,273,-515,1711,7
211,282,-508,1711,7
191,293,-499,1711,7
169,309,-493,1711,7
145,329,-490,1711,7
120,349,-485,1711,7
96,370,-482,1711,7
71,394,-481,1711,7
39,424,-479,1711,7
3,456,-476,1711,7
-33,487,-471,1711,7
-66,514,-465,1711,7
-98,536,-456,1711,7
-131,556,-442,1711,7
-165,578,-430,1711,7
-194,596,-420,1711,7
-216,608,-411,1711,7
-231,614,-401,1711,7
-246,617,-390,1711,7
-261,618,-376,1711,7
-275,618,-362,1711,7
-287,617,-348,1711,7
-297,613,-334,1711,7
-305,603,-316,1711,7
-317,588,-289,1711,7
-332,571,-258,1711,7
-349,555,-224,1711,7
-365,534,-188,1711,7
-380,514,-151,1711,7
-401,493,-109,1711,7
-425,469,-61,1711,7
-450,444,-11,1711,7
-470,419,35,1711,7
-486,394,76,1711,7
-498,365,118,1711,7
-509,335,159,1711,7
-523,311,198,1711,7
-533,289,230,1711,7
-536,267,255,1711,7
-533,247,272,1711,7
-529,228,288,1711,7
-526,209,304,1711,7
-522,192,317,1711,7
-517,176,329,1711,7
-510,160,338,1711,7
-498,140,346,1711,7
-486,117,358,1711,7
-476,92,373,1711,7
-468,68,388,1711,7
-457,45,401,1711,7
-448,22,416,1711,7
-439,-6,434,1711,7
-427,-39,456,1711,7
-414,-72,477,1711,7
-401,-102,494,1711,7
-387,-128,505,1711,7
-368,-153,513,1711,7
-351,-180,522,1711,7
-335,-205,532,1711,7
-319,-224,535,1711,7
-302,-238,533,1711,7
-287,-248,528,1711,7
-271,-260,523,1711,7
-253,-273,520,1711,7
-237,-286,516,1711,7
-85,532,-465,1697,7
-116,552,-454,1697,7
-148,570,-440,1697,7
-179,590,-428,1697,7
-206,606,-418,1697,7
-226,616,-409,1697,7
-240,620,-398,1697,7
-253,620,-386,1697,7
-267,620,-371,1697,7
-280,618,-357,1697,7
-292,615,-342,1697,7
-301,608,-326,1697,7
-311,596,-304,1697,7
-323,580,-276,1697,7
-339,563,-243,1697,7
-357,545,-205,1697,7
-374,523,-167,1697,7
-391,502,-129,1697,7
-411,480,-86,1697,7
-436,456,-37,1697,7
-460,431,12,1697,7
-479,405,57,1697,7
-494,380,98,1697,7
-504,351,138,1697,7
-514,321,178,1697,7
-526,297,214,1697,7
-534,276,244,1697,7
-535,255,266,1697,7
-531,236,282,1697,7
-526,216,297,1697,7
-521,197,311,1697,7
-516,180,324,1697,7
-511,164,335,1697,7
-504,147,344,1697,7
-492,126,353,1697,7
-480,102,366,1697,7
-470,77,382,1697,7
-460,50,398,1697,7
-451,27,413,1697,7
-441,3,428,1697,7
-432,-26,447,1697,7
-419,-60,470,1697,7
-405,-94,490,1697,7
-392,-123,505,1697,7
-376,-148,515,1697,7
-358,-172,521,1697,7
-340,-197,529,1697,7
-324,-221,537,1697,7
-308,-239,539,1697,7
-292,-251,535,1697,7
-276,-260,529,1697,7
-260,-270,523,1697,7
-242,-284,519,1697,7
-225,-297,515,1697,7
-207,-310,510,1697,7
-188,-322,504,1697,7
-167,-335,497,1697,7
-143,-354,492,1697,7
-115,-380,489,1697,7
-86,-407,486,1697,7
-57,-432,484,1697,7
-29,-458,482,1697,7
5,-488,479,1697,7
42,-520,473,1697,7
79,-548,466,1697,7
111,-572,458,1697,7
139,-590,447,1697,7
167,-604,433,1697,7
196,-617,418,1697,7
219,-630,407,1697,7
237,-637,397,1697,7
249,-639,386,1697,7
259,-636,374,1697,7
271,-631,357,1697,7
284,-626,339,1697,7
296,-619,320,1697,7
307,-610,300,1697,7
317,-597,276,1697,7
330,-579,246,1697,7
347,-558,207,1697,7
368,-537,165,1697,7
389,-516,123,1697,7
407,-493,81,1697,7
425,-467,37,1697,7
447,-442,-11,1697,7
470,-416,-59,1697,7
487,-390,-103,1697,7
500,-365,-141,1697,7
509,-339,-177,1697,7
514,-310,-211,1697,7
521,-286,-243,1697,7
527,-267,-268,1697,7
528,-249,-287,1697,7
522,-231,-299,1697,7
513,-212,-310,1697,7
505,-192,-322,1697,7
498,-172,-335,1697,7
491,-154,-346,1697,7
483,-136,-356,1697,7
473,-117,-365,1697,7
461,-93,-377,1697,7
449,-66,-394,1697,7
440,-37,-414,1697,7
430,-10,-431,1697,7
419,15,-446,1697,7
407,44,-463,1697,7
394,77,-483,1697,7
380,109,-501,1697,7
365,136,-514,1697,7
350,159,-522,1697,7
332,180,-525,1697,7
312,201,-528,1697,7
296,222,-532,1697,7
280,238,-533,1697,7
265,249,-529,1697,7
250,257,-521,1697,7
233,266,-514,1697,7
214,279,-508,1697,7
194,294,-504,1697,7
175,309,-499,1697,7
155,324,-495,1697,7
134,340,-490,1697,7
108,360,-485,1697,7
78,388,-481,1697,7
45,418,-480,1697,7
14,447,-477,1697,7
-16,473,-473,1697,7
-50,500,-467,1697,7
-87,528,-459,1697,7
-122,554,-450,1697,7
-152,575,-441,1697,7
-177,590,-431,1697,7
-201,601,-418,1697,7
-225,610,-403,1697,7
-245,619,-392,1697,7
-261,624,-381,1697,7
-272,624,-371,1697,7
-280,619,-358,1697,7
-290,612,-340,1697,7
-304,603,-318,1697,7
-317,591,-292,1697,7
-330,578,-267,1697,7
-342,564,-241,1697,7
-355,545,-208,1697,7
-373,522,-167,1697,7
-396,500,-121,1697,7
-418,478,-76,1697,7
-438,453,-32,1697,7
-455,426,12,1697,7
-474,399,59,1697,7
-493,373,105,1697,7
-509,348,146,1697,7
-520,324,182,1697,7
-527,300,212,1697,7
-529,274,241,1697,7
-530,250,267,1697,7
-534,232,288,1697,7
-533,216,304,1697,7
-527,200,314,1697,7
-517,181,323,1697,7
-507,160,334,1697,7
-497,137,347,1697,7
-487,116,360,1697,7
-480,97,371,1697,7
-472,78,382,1697,7
-461,54,395,1697,7
-449,25,413,1697,7
-438,-7,434,1697,7
-426,-37,453,1697,7
-414,-64,468,1697,7
-402,-91,483,1697,7
-387,-122,500,1697,7
-372,-153,516,1697,7
-355,-179,526,1697,7
-340,-200,532,1697,7
-323,-218,533,1697,7
-303,-236,531,1697,7
-286,-253,531,1697,7
-271,-268,532,1697,7
-255,-279,527,1697,7
-240,-287,520,1697,7
-223,-296,512,1697,7
-202,-309,504,1697,7
-179,-325,498,1697,7
-157,-343,494,1697,7
-137,-360,492,1697,7
-115,-380,489,1697,7
-89,-403,486,1697,7
-56,-432,484,1697,7
-20,-465,480,1697,7
15,-494,475,1697,7
46,-519,469,1697,7
78,-543,461,1697,7
113,-568,451,1697,7
146,-590,441,1697,7
174,-608,431,1697,7
196,-620,421,1697,7
215,-627,409,1697,7
234,-631,395,1697,7
251,-635,382,1697,7
264,-638,371,1697,7
275,-637,360,1697,7
282,-631,346,1697,7
291,-620,326,1697,7
305,-607,299,1697,7
319,-591,269,1697,7
333,-576,239,1697,7
348,-560,208,1697,7
363,-540,173,1697,7
383,-518,131,1697,7
407,-493,82,1697,7
431,-468,33,1697,7
449,-442,-12,1697,7
464,-415,-54,1697,7
479,-387,-97,1697,7
495,-361,-140,1697,7
509,-337,-179,1697,7
517,-313,-211,1697,7
520,-291,-237,1697,7
520,-268,-260,1697,7
518,-246,-280,1697,7
518,-230,-297,1697,7
517,-215,-311,1697,7
510,-198,-320,1697,7
499,-180,-327,1697,7
487,-157,-338,1697,7
476,-133,-352,1697,7
468,-112,-366,1697,7
460,-91,-379,1697,7
452,-71,-391,1697,7
443,-48,-406,1697,7
432,-18,-424,1697,7
420,16,-447,1697,7
407,49,-467,1697,7
393,78,-483,1697,7
379,103,-495,1697,7
364,131,-508,1697,7
349,159,-520,1697,7
332,183,-528,1697,7
315,203,-532,1697,7
299,218,-531,1697,7
281,232,-527,1697,7
264,246,-524,1697,7
249,260,-524,1697,7
234,272,-520,1697,7
217,281,-513,1697,7
199,291,-505,1697,7
177,305,-498,1697,7
153,324,-493,1697,7
129,345,-490,1697,7
105,367,-487,1697,7
81,390,-487,1697,7
54,415,-485,1697,7
20,446,-482,1697,7
-19,479,-478,1697,7
-56,510,-471,1697,7
-88,533,-463,1697,7
-118,553,-452,1697,7
-150,573,-441,1697,7
-180,593,-430,1697,7
-205,608,-420,1697,7
-225,617,-410,1697,7
-241,621,-398,1697,7
-256,622,-384,1697,7
-271,622,-370,1697,7
-284,622,-357,1697,7
-294,619,-344,1697,7
-302,611,-327,1697,7
-311,598,-305,1697,7
-326,582,-275,1697,7
-343,565,-240,1697,7
-359,545,-204,1697,7
-375,526,-169,1697,7
-392,507,-132,1697,7
-412,484,-88,1697,7
-437,458,-38,1697,7
-461,433,12,1697,7
-480,406,58,1697,7
-492,379,98,1697,7
-503,350,138,1697,7
-515,323,177,1697,7
-527,301,212,1697,7
-533,278,240,1697,7
-534,257,262,1697,7
-531,236,281,1697,7
-525,215,298,1697,7
-521,197,312,1697,7
-519,181,325,1697,7
-512,165,335,1697,7
-501,147,342,1697,7
-490,126,352,1697,7
-479,101,367,1697,7
-469,75,383,1697,7
-460,51,398,1697,7
-452,29,413,1697,7
-444,5,429,1697,7
-432,-25,447,1697,7
-419,-61,470,1697,7
-404,-95,490,1697,7
-389,-124,504,1697,7
-372,-148,512,1697,7
-356,-173,520,1697,7
-340,-198,530,1697,7
-324,-220,536,1697,7
-307,-237,537,1697,7
-291,-250,534,1697,7
-274,-262,528,1697,7
-256,-274,523,1697,7
-239,-288,519,1697,7
-223,-300,517,1697,7
-205,-311,510,1697,7
-186,-322,502,1697,7
-165,-338,496,1697,7
-139,-359,492,1697,7
-111,-384,489,1697,7
-83,-409,487,1697,7
-57,-435,486,1697,7
-28,-461,484,1697,7
6,-491,480,1697,7
45,-523,474,1697,7
82,-553,466,1697,7
114,-575,457,1697,7
142,-591,445,1697,7
170,-605,432,1697,7
197,-621,420,1697,7
219,-632,409,1697,7
236,-639,399,1697,7
249,-641,388,1697,7
262,-638,373,1697,7
275,-634,356,1697,7
287,-629,339,1697,7
298,-623,322,1697,7
307,-612,302,1697,7
316,-598,278,1697,7
331,-581,246,1697,7
351,-560,206,1697,7
370,-538,164,1697,7
389,-517,124,1697,7
407,-496,85,1697,7
426,-471,40,1697,7
448,-444,-9,1697,7
471,-418,-58,1697,7
488,-392,-103,1697,7
499,-364,-141,1697,7
506,-337,-176,1697,7
514,-311,-210,1697,7
522,-289,-241,1697,7
526,-269,-265,1697,7
525,-251,-282,1697,7
520,-232,-296,1697,7
513,-211,-310,1697,7
504,-190,-323,1697,7
499,-172,-336,1697,7
492,-155,-347,1697,7
481,-137,-354,1697,7
471,-117,-364,1697,7
460,-91,-379,1697,7
449,-62,-397,1697,7
439,-35,-414,1697,7
430,-11,-430,1697,7
421,14,-446,1697,7
409,43,-463,1697,7
394,77,-483,1697,7
379,110,-502,1697,7
363,138,-514,1697,7
346,161,-520,1697,7
329,181,-523,1697,7
312,203,-528,1697,7
296,222,-532,1697,7
280,237,-531,1697,7
265,248,-527,1697,7
249,257,-520,1697,7
229,269,-513,1697,7
210,283,-508,1697,7
192,297,-504,1697,7
173,311,-499,1697,7
154,324,-494,1697,7
133,341,-489,1697,7
105,364,-485,1697,7
73,393,-482,1697,7
42,421,-480,1697,7
14,448,-479,1697,7
-16,475,-476,1697,7
-50,501,-469,1697,7
-88,530,-460,1697,7
-124,557,-452,1697,7
-154,577,-442,1697,7
-178,591,-430,1697,7
-202,601,-417,1697,7
-225,611,-405,1697,7
-244,620,-394,1697,7
-259,624,-383,1697,7
-270,624,-373,1697,7
-280,619,-358,1697,7
-292,612,-339,1697,7
-305,604,-317,1697,7
-318,594,-294,1697,7
-329,581,-270,1697,7
-340,565,-244,1697,7
-355,546,-209,1697,7
-376,524,-166,1697,7
-399,502,-120,1697,7
-419,479,-77,1697,7
-437,455,-34,1697,7
-455,430,9,1697,7
-474,402,56,1697,7
-494,375,103,1697,7
-510,350,145,1697,7
-520,324,181,1697,7
-524,298,211,1697,7
-528,274,239,1697,7
-532,253,265,1697,7
-533,235,285,1697,7
-531,218,300,1697,7
-525,201,311,1697,7
-516,180,323,1697,7
-505,157,335,1697,7
-497,137,348,1697,7
-490,118,360,1697,7
-481,100,370,1697,7
-471,79,380,1697,7
-460,53,396,1697,7
-448,22,416,1697,7
-437,-9,436,1697,7
-426,-37,453,1697,7
-417,-61,469,1697,7
-405,-89,484,1697,7
-388,-122,501,1697,7
-372,-153,516,1697,7
-354,-181,527,1697,7
-338,-201,531,1697,7
-321,-218,531,1697,7
-304,-236,532,1697,7
-288,-252,533,1697,7
-272,-266,531,1697,7
-257,-276,526,1697,7
-241,-285,519,1697,7
-221,-296,511,1697,7
-200,-310,504,1697,7
-179,-327,499,1697,7
-159,-343,496,1697,7
-139,-360,493,1697,7
-116,-378,489,1697,7
-88,-404,487,1697,7
-53,-435,484,1697,7
-19,-466,480,1697,7
13,-494,476,1697,7
43,-519,472,1697,7
75,-542,463,1697,7
111,-567,453,1697,7
145,-591,442,1697,7
173,-609,432,1697,7
195,-619,421,1697,7
214,-625,408,1697,7
232,-631,396,1697,7
248,-636,385,1697,7
262,-637,373,1697,7
271,-635,361,1697,7
281,-630,346,1697,7
293,-620,324,1697,7
306,-607,298,1697,7
320,-592,269,1697,7
333,-578,241,1697,7
346,-560,211,1697,7
362,-540,174,1697,7
385,-518,129,1697,7
410,-493,79,1697,7
431,-467,32,1697,7
449,-443,-11,1697,7
464,-417,-52,1697,7
479,-388,-96,1697,7
495,-362,-140,1697,7
510,-337,-180,1697,7
518,-312,-213,1697,7
519,-288,-238,1697,7
519,-266,-260,1697,7
519,-248,-279,1697,7
519,-231,-296,1697,7
516,-215,-309,1697,7
508,-198,-319,1697,7
498,-178,-329,1697,7
486,-154,-342,1697,7
476,-131,-355,1697,7
470,-112,-368,1697,7
462,-92,-380,1697,7
453,-72,-391,1697,7
443,-47,-406,1697,7
432,-14,-428,1697,7
420,20,-450,1697,7
408,50,-469,1697,7
396,76,-484,1697,7
383,101,-496,1697,7
366,130,-508,1697,7
349,159,-521,1697,7
332,184,-529,1697,7
315,203,-532,1697,7
298,218,-530,1697,7
282,231,-527,1697,7
267,245,-526,1697,7
252,258,-524,1697,7
235,269,-518,1697,7
218,279,-511,1697,7
198,291,-504,1697,7
175,306,-497,1697,7
152,325,-493,1697,7
129,346,-491,1697,7
107,366,-488,1697,7
83,388,-487,1697,7
54,415,-485,1697,7
18,447,-482,1697,7
-21,480,-477,1697,7
-55,508,-471,1697,7
-85,532,-465,1697,7
-116,552,-454,1697,7
-148,570,-440,1697,7
-179,590,-428,1697,7
-206,606,-418,1697,7
-226,616,-409,1697,7
-240,620,-398,1697,7
-253,620,-386,1697,7
-267,620,-371,1697,7
-280,618,-357,1697,7
-292,615,-342,1697,7
-301,608,-326,1697,7
-311,596,-304,1697,7
-323,580,-276,1697,7
-339,563,-243,1697,7
-357,545,-205,1697,7
-374,523,-167,1697,7
-391,502,-129,1697,7
-411,480,-86,1697,7
-436,456,-37,1697,7
-460,431,12,1697,7
-479,405,57,1697,7
-494,380,98,1697,7
-504,351,138,1697,7
-514,321,178,1697,7
-526,297,214,1697,7
-534,276,244,1697,7
-535,255,266,1697,7
-531,236,282,1697,7
-526,216,297,1697,7
-521,197,311,1697,7
-516,180,324,1697,7
-511,164,335,1697,7
-504,147,344,1697,7
-492,126,353,1697,7
-480,102,366,1697,7
-470,77,382,1697,7
-460,50,398,1697,7
-451,27,413,1697,7
